fatigue_score,acceleration,angular_velocity,body_orientation,ground_reaction_force,step_count,cadence,jump_height_cm,range_of_motion,impact_force,gait_symmetry,speed,training_duration,previous_injury_history,rest_period,repetition_count,workload_intensity,acc_rms,injury_risk
56.1649,-0.1455,-0.1771,-60.745,709.9355,87,79.7002,64.416,81.4891,346.0297,0.8439,2.5852,60.9554,1,12.3525,37,6.1049,1.1746,0
43.2195,1.8818,-0.2161,-53.1189,594.2775,92,80.6081,42.2841,96.3446,292.1864,0.8011,6.3451,139.9192,0,8.3009,28,7.9995,1.0691,0
33.1983,-0.4804,-0.4033,104.8188,545.5095,99,94.2137,42.627,59.3785,478.1065,0.832,7.8478,60.5172,0,6.7003,36,4.0075,0.964,0
38.7483,0.0192,-0.038,4.8409,696.3256,90,59.6296,39.9753,114.1525,343.911,0.9855,8.8584,96.3083,1,8.8119,37,3.0817,0.9969,0
66.4575,0.4306,-0.3266,155.5628,522.6272,106,75.8054,37.8046,93.9731,151.9678,0.9614,9.4901,93.3352,1,5.504,28,5.4673,0.8313,0
54.9697,0.4948,0.1461,90.2628,488.537,104,82.0479,45.4267,119.0099,278.3663,0.7428,6.0916,79.9034,0,9.295,32,4.4581,0.8521,0
60.0008,0.2929,-0.3952,13.6817,493.0695,100,73.9718,68.5476,84.6105,320.1132,0.7274,4.3629,62.3742,0,9.9018,25,6.3767,0.9103,0
61.6499,-1.2504,-0.0612,-119.2011,328.4248,102,77.139,28.3148,71.4745,295.9287,0.7136,3.1539,80.8163,0,7.1132,29,3.4065,0.8723,0
43.7399,0.162,-0.4729,-100.428,659.9958,96,75.5882,50.2235,98.7591,380.6862,0.9762,5.0597,97.0664,0,7.9577,29,4.0041,0.8521,0
46.2696,0.2428,0.5722,-122.3714,401.0383,103,93.033,92.2264,65.5155,249.2199,0.9633,3.6241,58.4839,0,8.5392,28,8.5976,0.9869,0
48.3199,1.14,0.0124,-20.5737,531.5204,117,75.7687,36.5687,30.0715,300.4562,0.9748,6.5888,65.9339,0,8.1783,27,6.8114,1.0226,0
54.1668,0.7392,0.008,80.109,503.0223,107,72.7914,49.6778,49.1738,389.213,0.6927,0.145,54.3136,0,9.8869,26,6.5236,1.1351,0
60.895,1.2059,0.2977,93.3569,591.1115,112,87.8052,66.8307,48.5242,158.2735,0.7879,5.6839,90.6301,0,9.8033,35,6.6629,1.0115,0
68.6988,-1.0032,0.8876,-145.3856,498.0365,89,74.6514,93.6907,74.0192,202.7227,0.742,8.8777,153.6143,0,7.4596,28,6.0816,0.996,1
58.143,-0.996,0.0405,-1.4721,459.7447,113,78.3168,81.0381,94.0467,490.7677,0.7291,3.3532,94.0525,0,6.5994,35,6.3547,0.9347,1
58.2159,0.3281,-0.7454,-6.6814,562.1996,95,68.9326,47.1922,80.1186,262.1288,0.6386,10.4572,59.0464,0,5.8741,31,2.2997,1.1288,0
69.2663,1.1329,0.591,-22.0008,549.3417,105,75.9421,57.8556,39.2857,383.5612,0.9361,2.1792,89.0604,1,6.5114,35,8.9613,1.0751,0
47.9494,-0.2004,-0.6787,-71.5622,340.7381,101,79.6514,45.8397,53.4472,407.166,0.7188,9.4817,111.2767,1,5.6479,28,5.8517,0.8774,0
61.89,-0.7403,-0.2482,-8.7091,483.5066,110,67.351,71.8488,42.2951,170.2297,0.7405,8.8959,101.6777,0,10.5227,28,5.6982,1.019,0
55.7828,-1.6015,0.5963,5.9784,690.4947,100,78.9989,47.6127,37.1581,213.9775,0.8424,4.7331,111.2911,0,8.7904,35,7.5092,0.8693,0
56.1495,0.363,-0.1676,35.8906,868.591,90,85.1325,84.0459,44.1027,300.911,0.9705,0.0206,42.3183,1,6.2438,29,9.6462,1.0897,1
47.8547,-0.1129,-0.2861,-44.1485,243.8688,94,60.0844,11.3905,76.7836,232.4194,0.8897,1.1501,108.8454,0,8.2314,24,4.6159,0.93,0
36.0577,-0.4339,0.1407,160.2362,624.1596,108,73.4773,62.2664,98.0176,340.2145,0.8572,6.6109,106.4859,1,7.7967,15,5.9485,1.0167,0
53.4483,0.9052,0.0048,-58.0181,515.8675,115,105.54,64.9569,65.7286,352.7125,0.6383,11.14,62.4884,0,9.3746,31,5.4484,0.8119,0
53.4908,-0.0868,-0.3467,142.2183,411.2033,98,77.9544,-0.3707,48.0711,320.459,0.8495,5.3295,157.6844,0,9.7687,28,6.8434,1.1511,0
44.2456,0.0009,0.4388,108.4513,435.8022,96,91.3877,17.3066,68.7277,295.0226,0.7065,9.1433,36.3564,0,10.5671,31,7.1655,0.9645,0
49.0327,0.8999,0.614,-12.5025,359.0381,83,79.7241,76.291,59.6943,357.5723,0.8558,1.8872,134.4906,0,5.8578,27,7.9814,0.8124,0
41.1811,2.1907,0.694,-1.3275,295.6622,105,76.7004,60.3832,34.0203,419.3212,0.731,9.5926,77.5852,0,5.1977,30,2.1079,0.8343,0
41.2659,-0.4445,0.2759,133.1502,557.7932,97,89.3335,65.8396,113.0281,430.1742,0.6307,3.1609,82.6397,0,9.864,21,8.6231,1.1299,0
45.1904,-0.8762,-0.3505,-2.619,767.4896,101,91.9709,83.5742,30.9555,326.956,0.9378,1.4896,101.9899,1,6.5704,19,7.2251,1.1214,0
36.7156,-0.9891,-0.6276,64.5766,552.8988,94,71.0767,43.0732,33.7087,212.3278,0.8219,5.646,37.867,0,7.2422,36,7.0338,0.8586,0
44.1652,0.4768,-1.1584,111.349,525.7358,78,69.0233,83.4195,57.0378,282.4539,0.7125,6.0582,173.0705,1,8.1976,33,4.4458,1.0939,0
57.1373,-1.0905,0.5166,146.8372,406.4639,110,66.3169,108.5129,99.9107,367.6935,0.7429,7.092,96.852,0,8.6778,34,3.7896,1.0248,0
64.5612,-0.3732,0.0973,-101.4609,360.4503,108,71.2177,75.3106,73.9981,409.8778,0.8472,5.6552,48.3936,0,6.6144,33,5.4296,1.1105,0
70.7544,-0.2853,-0.2095,171.1317,503.2705,89,91.3625,58.6647,76.0132,406.6429,0.8718,5.0634,80.9568,0,10.577,33,6.4033,0.9135,0
45.9987,1.5564,-0.9667,167.5201,345.6067,99,80.3119,48.8871,85.537,282.3653,0.7947,7.6517,88.1747,0,9.0901,29,3.6975,0.834,1
62.0011,1.1929,-0.5916,-72.9522,668.4643,102,91.84,54.2006,33.6148,322.5362,0.8103,8.7127,94.615,0,11.134,30,7.3666,0.8641,0
53.3617,-1.5367,-0.8827,40.9421,413.3679,102,69.6656,53.5044,116.2922,351.9879,0.6426,4.9164,65.0482,0,9.4848,25,9.7952,1.1814,0
47.6265,1.5848,0.721,-163.1095,373.482,102,69.9703,50.5491,79.4555,446.096,0.6588,9.877,124.9586,0,9.5512,34,3.8622,0.8989,0
54.022,-1.2162,0.3178,-119.5822,837.6016,86,76.0757,27.9603,104.1304,224.4507,0.684,4.3739,127.1367,0,10.5881,28,5.6482,1.1895,0
61.0213,0.1603,-0.653,30.1742,694.8291,96,82.9686,58.5285,68.617,345.9841,0.8121,10.7556,149.7836,1,10.0194,36,3.0763,0.9977,0
45.017,-0.8345,0.8175,54.0382,320.7432,119,78.6014,54.651,69.2248,248.5501,0.7679,2.2925,100.56,0,11.189,26,5.6921,0.9857,0
44.7868,-0.3883,-0.3611,12.4571,367.666,98,86.9792,77.3151,45.1527,416.8441,0.8284,7.0087,125.729,0,3.7,28,2.2813,1.1953,0
45.9022,-0.9804,0.1746,73.7,470.7659,102,84.1437,61.4156,62.4036,296.7334,0.6691,11.0298,142.4985,0,6.8577,30,5.3147,0.8888,0
43.7323,1.6755,0.1758,105.4407,475.8655,102,84.8754,35.3728,46.6421,323.8364,0.9872,2.6181,35.5071,0,5.855,24,2.0562,1.0916,0
61.9888,-0.1401,-0.047,-119.3552,431.1818,102,86.8488,28.0741,112.1444,216.2202,0.8461,11.8261,158.0372,0,4.6354,27,9.8086,0.8551,0
42.3615,0.2256,-0.1515,57.4622,700.5109,87,90.9631,49.8875,59.5611,257.2153,0.6512,9.6779,113.1011,0,9.394,37,2.3733,1.1553,1
44.1238,-1.0723,0.017,22.5354,531.577,105,55.3972,32.634,65.9566,498.4616,0.7481,4.8595,69.7005,0,11.9786,23,5.1727,0.8223,0
53.112,-1.4151,-0.14,-137.669,494.4622,103,79.8765,52.899,42.0759,361.5257,0.9921,5.8804,84.5753,0,7.2751,27,8.0381,1.1155,0
52.3033,-0.4441,0.1245,-97.7024,408.7899,104,88.4271,36.4669,119.2977,318.6838,0.9865,1.0861,76.1707,0,8.0974,36,7.5197,0.906,0
45.9015,0.5215,0.1444,-28.9192,342.2577,80,105.2389,75.5544,81.4296,437.1329,0.628,5.3754,53.0462,0,8.7673,25,8.3984,1.0458,0
66.8362,-0.1215,-0.2621,130.953,406.3206,98,78.9987,61.7141,81.7054,450.8901,0.9324,11.8833,130.8793,0,6.6675,41,6.997,1.1492,0
43.6936,0.9745,0.5506,-101.8707,368.6281,115,58.024,69.8538,43.0969,296.0033,0.8568,11.9168,151.1058,0,8.3813,25,7.938,1.1018,0
48.2891,0.1242,-0.4185,-114.1475,311.0986,87,94.2535,46.7075,91.1326,223.6475,0.674,1.9724,28.6942,0,11.7115,25,6.5523,1.1911,0
30.7325,0.0065,0.1951,79.5426,661.7065,84,67.8248,53.9658,91.2995,284.7682,0.9333,0.1777,144.0323,0,6.7757,26,4.6165,1.1487,0
46.95,0.5351,-0.1697,171.2855,639.5214,88,84.6062,68.3535,111.3758,263.9129,0.8559,1.7067,88.8889,0,6.8777,26,3.9615,0.9726,0
36.7704,0.1003,-0.4345,-18.9616,443.8062,86,85.379,57.3188,55.5304,310.1408,0.6453,6.7557,107.3923,0,6.9669,21,8.1555,0.9561,0
40.8373,0.944,-0.1387,-53.9505,697.6567,81,81.2615,64.1671,108.2794,327.2237,0.9392,10.9325,58.3607,0,7.2527,30,5.1488,1.1121,0
30.4414,0.5552,-0.3304,-88.5814,588.5415,106,58.6641,36.3848,69.9307,552.2552,0.9037,0.2689,87.6772,0,8.3666,27,6.9631,0.9225,0
41.075,0.911,0.3294,-162.0933,337.9305,99,76.3685,67.1558,50.2653,196.1123,0.6029,4.1317,132.4356,1,5.8584,29,4.7469,0.9521,0
49.2494,0.7165,-0.0473,-115.7709,281.3109,86,64.3047,38.3011,89.4664,169.1726,0.7018,11.9331,51.3236,0,8.0254,30,4.5356,1.1456,0
47.5582,1.3603,0.6846,-146.3706,545.902,92,84.5373,91.7203,32.9373,241.1794,0.7078,6.5209,109.5349,0,7.1051,30,5.6725,0.8591,0
45.8523,0.8289,-0.4757,-2.1234,571.4024,93,71.1487,53.8977,107.2226,-3.4823,0.7838,5.9845,121.3639,0,8.6598,40,7.2222,0.8141,0
46.751,1.7476,-1.0984,172.1511,306.0886,99,58.7586,72.0929,35.8844,110.7838,0.6921,0.8249,75.3873,0,9.206,30,5.7048,1.189,0
44.9501,-0.5412,0.1974,103.4649,421.1529,94,87.1162,41.1615,65.8842,167.4197,0.9311,4.3886,56.8804,0,8.2709,22,4.5339,0.8923,0
49.654,0.8348,0.8613,36.6084,627.9713,88,67.3264,45.7119,42.8999,413.3283,0.8807,5.397,84.392,1,9.1059,26,8.7692,0.8645,0
48.8977,-1.3807,0.2444,-4.8102,735.6326,91,81.3465,44.7287,72.3499,164.8291,0.6121,6.0222,142.9828,0,5.9708,33,5.4723,1.0421,1
52.7498,0.9471,-0.4712,42.1855,512.6614,91,72.6307,14.7952,116.171,130.2854,0.8828,10.7721,111.9186,0,7.9541,27,7.4547,1.1652,0
47.9904,0.0564,-0.5115,-44.6304,508.4388,108,88.6791,-2.731,42.8378,215.5892,0.9805,10.8877,125.5164,0,8.2298,32,5.9753,0.9643,0
45.6634,0.9368,1.0129,-115.7813,432.338,90,88.262,44.2358,39.6759,339.9656,0.7976,5.0608,28.6664,0,7.6755,27,7.0682,1.0824,0
57.7822,1.6795,-0.1897,32.3185,723.0843,88,82.3794,12.2325,47.8115,248.7496,0.6728,0.3137,77.4936,0,7.0731,30,6.316,1.0581,0
56.0287,0.8011,-0.5075,10.1172,583.3822,100,78.9257,55.7217,114.4627,265.8402,0.9522,10.412,83.7393,0,7.7207,38,7.0717,0.971,0
49.6757,-0.4127,0.5952,160.0332,373.8373,102,75.5923,46.8188,55.3047,242.5953,0.8638,6.8151,53.9683,0,9.2926,14,6.454,0.8407,0
61.951,-1.088,-0.0736,53.9398,617.3173,88,67.9504,-6.3691,84.6316,167.5917,0.7712,2.073,74.2717,0,6.6606,43,6.9645,1.1787,0
50.8265,0.536,-1.0137,98.435,394.86,109,74.1184,39.3523,55.9732,207.5871,0.7649,7.3506,96.4026,1,8.2412,33,1.8834,1.1992,0
48.3883,-0.2859,1.0414,-146.6274,357.2322,101,84.7839,49.5003,94.7641,218.2387,0.7128,6.9053,65.8914,0,9.564,37,8.1015,1.0251,0
49.3141,0.6636,0.2922,93.9373,432.919,100,99.546,78.2236,86.8045,363.3867,0.6425,4.3036,77.9372,0,9.5634,33,5.9873,0.8538,0
51.6512,-0.5067,-0.7558,173.8256,370.9216,96,85.7092,40.8635,116.366,187.9922,0.9489,0.7225,117.1565,0,6.2073,33,6.5442,1.0909,0
40.828,-0.9295,0.6979,56.6984,364.289,95,87.1501,17.1687,59.5963,402.0249,0.9933,0.303,71.5891,0,8.3867,28,3.3783,0.8316,0
31.2637,-0.2417,-0.5239,87.1501,290.13,91,78.9218,14.6097,58.131,368.3589,0.9784,8.2851,119.3421,0,8.1411,34,7.9372,1.0437,0
52.8147,0.501,-0.554,172.6276,395.1999,99,85.2627,39.5714,100.1254,143.5791,0.6677,1.1642,81.7657,0,8.5103,27,8.3798,1.0019,0
58.3404,0.1222,-0.4459,-39.1411,420.0462,113,58.5215,30.2982,44.2369,338.5921,0.7676,10.9601,66.3281,0,9.4461,38,4.7259,0.8262,0
39.9904,-0.8131,0.9698,116.7043,297.2979,95,72.7811,45.8714,95.5302,305.5527,0.7168,1.763,131.1274,1,6.7038,35,6.3817,0.8672,0
60.7307,1.8005,1.0227,-36.1107,581.0224,118,87.0367,53.4138,99.4898,436.0654,0.7372,6.6034,93.9876,0,9.9799,24,1.7291,0.861,0
33.5354,-0.1387,-0.274,-26.6693,235.0421,114,87.216,60.7343,107.2547,218.2434,0.7292,9.2941,7.525,0,7.0462,40,5.0406,1.0913,0
44.4121,-2.2618,0.8528,56.9671,442.8271,137,74.5665,61.3213,92.0847,365.4137,0.9718,10.2916,27.4427,0,8.4707,38,4.0176,1.1126,0
67.0602,0.9323,-1.1435,-87.6891,599.1814,105,66.9163,37.9982,45.0327,379.6066,0.9788,10.6406,65.6092,0,7.6027,23,9.0358,0.8451,0
53.5594,-0.0111,0.457,177.4015,669.8238,103,79.29,62.5889,60.2357,125.4882,0.6162,6.6609,75.8907,0,10.7479,29,6.2263,0.9463,0
46.9752,-0.1705,0.6821,-61.4766,413.7873,109,75.6555,19.4474,35.0275,430.9198,0.8144,2.8645,97.8951,0,8.2515,24,10.1507,0.8571,0
52.5229,-0.1904,0.7532,-135.774,652.0017,88,89.4061,52.7303,97.7505,226.5506,0.8648,2.4387,93.4784,0,9.4427,38,5.7258,1.1744,0
61.9634,-0.1848,0.0384,-63.8805,444.8803,102,87.033,54.2653,92.203,346.9077,0.6983,5.3766,61.0496,0,6.3899,33,4.5962,0.8291,0
35.5484,1.669,0.283,128.1478,838.2623,85,95.4902,52.5122,76.338,277.9337,0.6245,7.5511,87.4355,0,7.7122,35,5.0278,0.9675,0
63.1786,0.4645,-0.3586,-66.9859,281.0288,118,91.1046,29.2713,118.0813,280.858,0.63,10.34,78.286,0,9.0666,38,2.502,0.9021,0
45.0996,0.2604,0.0126,40.088,348.9528,97,77.259,31.4469,58.7822,219.4502,0.8951,6.0414,72.5862,0,4.817,24,9.1194,1.1822,0
57.0838,-0.2627,-0.0821,156.7153,524.1556,92,83.4864,62.9302,110.14,240.6631,0.7461,8.4133,71.626,0,7.2157,31,4.4677,1.1582,0
43.8578,1.7285,-0.1109,-86.4122,310.7965,112,100.3441,41.6384,46.3581,344.9599,0.8257,8.2807,177.8827,1,6.5965,21,4.2089,0.9492,0
66.8372,0.8429,0.5673,-132.7085,393.7932,103,75.9964,61.7943,115.9558,441.74,0.7267,1.4193,52.6227,0,5.2293,33,1.1097,0.9803,0
49.6884,0.9891,0.1075,-145.1346,567.9354,94,81.7493,37.8221,55.993,178.231,0.926,9.782,58.8162,1,4.0765,18,6.7287,0.842,0
36.7118,0.2782,0.8466,-21.4674,528.6722,125,79.9562,107.0629,102.5621,246.8535,0.6374,5.1621,82.6307,0,8.6216,26,7.9469,0.9653,0
54.7008,0.9999,0.124,-142.4568,494.7402,91,80.166,44.4105,40.1053,326.1446,0.6061,0.6827,132.5308,1,6.465,26,6.5967,1.0279,0
63.0123,0.3932,1.0957,-16.629,496.2993,86,71.259,73.878,66.8259,320.841,0.7765,6.8324,85.8042,1,3.8589,35,5.1297,0.9546,0
61.8826,-0.3713,0.6136,130.5781,130.8141,99,93.0844,97.5306,116.9317,350.0976,0.7614,10.8858,96.2808,0,9.4243,29,6.3828,0.8394,0
50.935,0.3694,-0.0434,99.8942,522.2896,86,70.8282,72.2116,58.0121,416.1392,0.6067,9.1122,150.5662,0,6.7746,29,7.0677,0.8911,0
58.1208,2.0971,0.0873,29.4123,404.5997,104,98.5806,42.9351,100.2487,128.5256,0.9316,1.4408,99.3018,0,6.7727,24,6.0807,0.9131,0
45.7843,0.2038,-0.42,126.1521,444.5444,110,96.3871,48.0499,73.5997,242.8986,0.8153,9.5971,59.013,0,10.4086,25,4.4417,1.1154,0
55.9104,1.2702,0.0801,-143.9028,261.4739,91,82.5089,-16.1477,84.479,404.4365,0.9362,0.5461,129.3293,0,5.8777,31,6.9474,0.8871,0
53.6281,1.1914,-0.4913,39.3904,600.9781,98,80.0564,3.1823,83.8691,282.0998,0.7831,6.9012,90.584,0,8.4603,29,6.2276,1.0834,0
21.0473,0.5629,0.6652,-138.3691,582.7723,84,72.2302,49.6522,81.321,184.9919,0.8478,1.3804,79.7043,0,9.0641,27,4.2116,0.9315,0
39.9939,1.6568,-0.1718,-6.4298,325.2748,118,80.7095,38.3581,73.5036,173.4655,0.6111,7.2274,57.94,0,9.3486,29,9.006,0.8499,0
52.0784,-2.1729,0.1778,-13.1535,526.9107,104,90.8011,27.6398,47.1546,298.7424,0.9135,1.835,91.7146,0,3.8235,26,5.034,1.0073,0
51.6499,-1.8364,-1.1406,-84.5441,746.9652,107,73.1577,50.6817,31.1022,258.6495,0.6251,10.7249,61.692,0,9.79,39,4.1458,1.1374,0
49.7092,1.7278,-0.1336,118.7477,521.0162,87,94.6788,38.2155,90.9627,515.7164,0.7091,7.8248,87.4557,0,7.1242,33,2.6308,0.9276,0
50.8937,-0.6474,-0.1858,-97.838,197.863,97,90.2506,30.5796,93.5376,284.3059,0.7878,5.2736,80.8713,0,7.6957,31,8.7701,1.0418,0
62.0767,0.1118,0.4605,18.6819,414.4286,100,78.9389,70.0831,99.647,223.6259,0.7007,10.887,123.0247,1,9.7299,19,9.4425,1.1384,0
53.5412,1.7506,0.2612,-6.3859,519.0456,95,87.961,24.2136,113.7767,424.8546,0.6236,2.0738,46.7358,0,8.6801,27,5.9392,0.9128,0
26.6737,0.1997,0.5092,-24.6052,817.4176,122,70.8741,63.945,44.6304,292.0884,0.8819,10.538,63.2712,0,5.6454,20,7.1377,0.8422,1
69.4771,1.6896,0.2213,-167.9248,318.6272,116,78.9699,54.7966,110.1434,377.4865,0.758,1.3596,107.8592,0,10.8342,38,6.8354,0.8957,0
30.9345,-0.3882,0.6153,70.8242,477.8906,95,102.1696,77.3196,51.2278,488.2078,0.8959,9.2663,72.5141,0,8.1114,31,3.2705,1.1507,0
59.5814,0.6159,0.2096,-175.4333,339.8893,98,91.9407,40.5168,78.7953,447.786,0.6956,1.7132,64.3614,0,9.1702,27,7.6419,0.9374,0
34.3568,0.0581,-0.6881,115.397,631.8849,112,84.983,23.078,53.3419,337.2701,0.7892,1.8442,91.8481,0,5.721,30,6.7301,0.8766,0
64.2344,1.4906,-0.0452,-84.0979,445.053,101,80.6895,37.3055,42.5001,372.7333,0.7419,10.3394,78.0773,0,7.9038,27,5.2762,1.0083,0
47.22,-0.2616,-0.0194,-136.798,90.2661,94,79.2579,49.1751,34.6279,434.6742,0.7741,5.3732,45.9562,0,7.3211,40,3.4882,1.0541,0
53.8428,-0.9643,-1.6326,-29.8654,441.0112,123,79.7124,69.7543,60.9255,204.364,0.9891,3.0552,21.6965,0,5.993,29,9.2169,0.9914,0
30.1384,-0.4676,-0.5083,21.3698,483.1856,97,72.2627,66.1089,117.4195,169.439,0.7597,7.9037,132.4796,0,5.5744,27,4.6317,0.9356,0
57.2956,-0.4233,1.0209,-68.2694,558.1947,121,86.5207,45.6518,72.5297,501.3774,0.806,10.3395,108.5547,0,8.8294,23,4.7306,1.0034,0
54.163,-0.6472,-0.1373,-136.1575,527.252,100,90.444,48.458,33.3818,174.8681,0.9838,4.9875,136.1644,0,7.7818,29,1.9157,1.1689,0
56.1732,-0.6887,-0.0527,-173.4022,598.5843,90,77.4786,63.9497,90.7189,526.8332,0.6198,3.4305,41.3893,0,8.9841,30,6.9971,1.0658,0
59.4962,1.1217,-1.0892,73.3728,481.4732,98,84.674,71.1056,48.1621,230.5232,0.7275,3.3187,152.9906,1,6.5626,32,6.7197,0.9789,0
51.7851,1.4078,-0.6736,139.1169,512.695,95,72.7235,56.5372,35.2572,209.7073,0.6816,8.1898,85.9475,0,6.8081,30,5.8516,1.1332,0
47.8929,0.3919,0.2422,-143.8124,501.8313,108,79.3326,55.7628,101.3321,379.3667,0.7808,8.4831,34.3252,0,8.2121,24,4.6945,0.806,0
41.8909,-0.6473,-0.2324,-96.9718,437.7291,105,71.5378,54.7606,70.1602,139.4242,0.6475,10.9606,111.801,0,9.3804,33,6.3964,0.8843,0
45.5689,-0.584,-0.5544,-172.7175,585.225,84,77.7304,55.3847,117.9472,557.1654,0.7842,0.2533,68.2281,0,8.1095,29,7.1745,1.0217,0
62.0649,-2.0729,0.6487,138.6238,627.0055,107,81.194,55.4078,94.3284,492.4051,0.7165,1.6453,134.1838,0,7.1076,28,4.4822,1.0692,0
41.6221,0.3797,-0.3506,-19.8941,493.4425,107,86.0444,30.0602,55.9726,453.999,0.9872,7.0749,54.6338,0,10.7006,37,3.768,1.0036,0
31.569,-0.6827,-0.6505,153.0703,426.2488,89,73.8738,17.6363,118.3246,147.4542,0.664,3.5242,119.5217,0,6.4193,32,4.9238,1.0672,0
40.1247,1.4711,0.0202,-11.4842,337.6222,106,84.7617,32.4607,108.3731,429.489,0.7858,5.4002,41.6844,1,5.9678,41,6.2827,1.0514,0
56.0604,-1.3781,-0.4075,130.3859,553.2416,89,70.4366,40.7108,58.445,418.9377,0.8743,11.1254,81.3075,0,9.8888,32,5.4489,1.0325,0
46.9715,-0.5924,-0.4081,162.6323,349.4722,89,83.1712,63.1447,56.1479,316.6222,0.8412,1.1594,113.3861,0,11.7199,26,1.8904,0.8634,0
56.0449,-0.0956,-0.0306,-59.3454,523.9165,92,102.1101,44.5815,75.2185,384.1226,0.7325,7.7794,129.0595,0,9.8218,36,3.059,0.9833,0
29.9954,0.4652,-0.3218,50.656,519.6689,105,76.2861,54.0583,78.7594,361.7467,0.7067,9.6498,20.4325,0,6.8722,27,5.8431,0.9823,0
20.1746,1.8029,-0.8335,59.9112,660.0576,104,66.6625,51.4081,82.078,178.867,0.7641,1.4457,100.9308,0,9.7784,26,6.4793,0.8973,0
52.6411,-1.3704,0.2793,-172.2929,708.0793,116,88.9667,59.9265,49.5776,256.3037,0.628,7.7592,118.2626,1,5.1091,34,4.1797,1.1655,0
60.0469,-0.3019,0.433,-22.2375,44.2827,107,82.8603,41.4372,34.9206,269.8468,0.7366,9.9795,72.5387,0,5.3223,33,2.8783,1.1593,0
32.89,-1.4282,-0.1253,127.918,469.7745,100,84.5837,35.484,78.7369,148.3014,0.839,2.4808,74.3489,1,9.7497,33,4.9647,0.9269,0
55.2604,0.79,0.3101,160.6627,184.8614,100,92.7188,17.0526,84.5747,375.3638,0.9955,1.6188,17.8519,0,7.4796,38,4.2606,0.8929,0
61.9026,-0.6469,-0.1845,143.7195,674.235,108,72.8926,56.6467,116.2145,412.945,0.8529,0.7814,96.4332,0,9.6427,25,7.6421,0.9631,0
49.9562,-0.1033,-0.955,170.2433,496.5218,97,73.188,-9.865,78.9308,345.2917,0.9787,8.7461,84.2511,0,8.9144,32,7.2736,0.8191,0
59.0109,-0.1723,0.4482,55.0951,672.7498,86,85.4458,53.2708,44.0681,487.3653,0.6022,4.9675,69.6624,0,7.8671,27,10.3624,1.1664,0
51.9041,0.1163,-0.0496,-96.1922,538.7241,82,90.3961,67.7741,57.6545,334.8323,0.9093,5.9927,74.3601,0,7.3088,34,3.3108,0.8823,0
47.3707,-0.1563,0.0755,27.1376,297.4551,108,82.3728,47.0107,34.6768,302.084,0.7856,1.1867,61.1715,0,7.5268,26,3.8995,0.8954,0
58.2102,-0.9717,-0.0532,-28.3882,354.8517,102,79.2857,57.3054,31.3852,244.7858,0.8473,1.3902,99.8187,0,8.2664,38,6.4194,0.986,0
69.128,0.0849,-0.0908,-86.8851,479.8572,103,83.2279,41.3841,73.016,327.6295,0.7433,8.088,91.4366,1,5.4574,36,5.3095,1.0377,0
44.4216,-0.7944,0.071,98.203,585.431,90,87.3355,49.8854,89.5793,30.4846,0.7176,4.9488,101.4985,0,9.2663,30,5.7453,0.982,0
49.1227,0.8146,0.0806,46.5115,508.5168,97,65.5201,46.7667,115.6262,476.3403,0.7406,10.0844,92.4566,0,5.0051,35,5.2739,1.0076,0
40.0931,0.0574,0.6318,104.4375,526.6258,87,70.0988,63.8963,87.0187,339.2259,0.8394,9.445,112.1278,0,12.7194,21,5.1425,1.1571,0
51.5521,-1.0397,0.2191,-82.9834,446.3836,98,79.1121,44.3119,46.2958,413.3639,0.847,9.4276,130.8902,1,10.2035,22,5.4198,1.1338,0
48.436,2.4069,0.5883,145.3984,669.4956,98,86.9008,26.2342,111.651,414.6251,0.8208,10.328,59.6292,0,6.5063,35,5.2332,0.8097,0
61.5845,1.6589,0.7535,-94.0631,521.9102,109,101.7153,56.5318,109.1942,373.6443,0.7628,10.1688,60.2828,1,11.0138,33,3.4241,0.9997,0
64.1975,2.4435,-0.8057,36.6921,507.2634,101,78.8663,47.4557,66.685,197.8871,0.9132,6.5167,79.3749,0,6.3227,22,3.6869,1.1019,0
57.8799,-0.3429,0.6383,-159.5179,544.3147,109,82.4525,36.0561,77.0239,-36.0524,0.9187,3.4486,67.8661,0,10.575,32,4.5338,1.086,0
60.4676,-0.8352,0.3265,14.7471,437.7496,93,73.3497,62.9234,74.9428,518.2922,0.8887,6.7551,129.9991,1,8.7028,21,3.6899,0.9491,0
42.9516,0.8065,0.2442,-144.4596,447.4703,109,86.5713,89.9316,69.6309,301.8195,0.669,2.8396,94.4228,0,10.8137,35,7.2654,1.0804,0
40.4507,1.108,0.4948,-60.4026,572.1973,98,69.0205,59.4254,59.6793,266.1968,0.7475,2.3023,67.0683,1,5.4635,28,0.8897,1.0603,0
54.3682,0.1967,-0.1324,129.8481,616.4466,86,79.8859,65.9344,118.8147,273.6233,0.9641,6.0738,92.6845,0,10.1132,21,11.1023,0.91,0
50.2002,-2.1037,0.3013,141.6698,632.12,91,70.4993,53.0336,111.7399,253.8365,0.7867,7.4749,86.3728,0,4.2371,32,4.5646,0.8898,0
69.9919,-0.9811,-0.5289,96.2275,470.7138,87,58.8764,78.5962,60.0084,298.4786,0.8089,5.4118,97.8353,0,7.8177,25,7.1783,0.8342,0
30.7836,0.4225,-0.706,-47.6266,518.4919,115,106.9379,63.0478,85.2807,292.4857,0.9283,9.6759,87.8607,0,3.8216,28,7.3902,0.9808,0
